40 1 40 205 40 
40 2 79 123 40 
40 3 117 136 40 
40 4 154 120 40 
40 5 190 101 40 
40 6 225 132 40 
40 7 259 133 40 
40 8 292 130 40 
40 9 324 214 40 
40 10 355 216 40 
40 11 385 194 40 
40 12 414 348 40 
40 13 442 206 40 
40 14 469 317 40 
40 15 495 293 40 
40 16 520 308 40 
40 17 544 363 40 
40 18 567 384 40 
40 19 589 355 40 
40 20 610 423 40 
40 21 630 426 40 
40 22 649 434 40 
40 23 667 418 40 
40 24 684 490 40 
40 25 700 468 40 
40 26 715 570 40 
40 27 729 560 40 
40 28 742 579 40 
40 29 754 540 40 
40 30 765 592 40 
40 31 775 694 40 
40 32 784 622 40 
40 33 792 718 40 
40 34 799 729 40 
40 35 805 737 40 
40 36 810 726 40 
40 37 814 772 40 
40 38 817 799 40 
40 39 819 807 40 
40 40 820 820 40 
