30 1 30 61 30 
30 2 59 63 30 
30 3 87 34 30 
30 4 114 69 30 
30 5 140 66 30 
30 6 165 84 30 
30 7 189 173 30 
30 8 212 104 30 
30 9 234 127 30 
30 10 255 129 30 
30 11 275 214 30 
30 12 294 226 30 
30 13 312 197 30 
30 14 329 251 30 
30 15 345 226 30 
30 16 360 277 30 
30 17 374 280 30 
30 18 387 300 30 
30 19 399 330 30 
30 20 410 334 30 
30 21 420 343 30 
30 22 429 330 30 
30 23 437 349 30 
30 24 444 367 30 
30 25 450 385 30 
30 26 455 406 30 
30 27 459 451 30 
30 28 462 446 30 
30 29 464 457 30 
30 30 465 465 30 
