60 1 60 271 60 
60 2 119 136 60 
60 3 177 214 60 
60 4 234 113 60 
60 5 290 132 60 
60 6 345 164 60 
60 7 399 175 60 
60 8 452 182 60 
60 9 504 250 60 
60 10 555 313 60 
60 11 605 311 60 
60 12 654 376 60 
60 13 702 389 60 
60 14 749 419 60 
60 15 795 482 60 
60 16 840 566 60 
60 17 884 515 60 
60 18 927 544 60 
60 19 969 670 60 
60 20 1010 516 60 
60 21 1050 757 60 
60 22 1089 633 60 
60 23 1127 841 60 
60 24 1164 767 60 
60 25 1200 694 60 
60 26 1235 772 60 
60 27 1269 773 60 
60 28 1302 807 60 
60 29 1334 975 60 
60 30 1365 914 60 
60 31 1395 850 60 
60 32 1424 916 60 
60 33 1452 1009 60 
60 34 1479 1081 60 
60 35 1505 1078 60 
60 36 1530 1171 60 
60 37 1554 1023 60 
60 38 1577 1238 60 
60 39 1599 1089 60 
60 40 1620 1278 60 
60 41 1640 1256 60 
60 42 1659 1255 60 
60 43 1677 1320 60 
60 44 1694 1299 60 
60 45 1710 1431 60 
60 46 1725 1382 60 
60 47 1739 1454 60 
60 48 1752 1438 60 
60 49 1764 1585 60 
60 50 1775 1543 60 
60 51 1785 1559 60 
60 52 1794 1501 60 
60 53 1802 1646 60 
60 54 1809 1711 60 
60 55 1815 1709 60 
60 56 1820 1688 60 
60 57 1824 1801 60 
60 58 1827 1760 60 
60 59 1829 1788 60 
60 60 1830 1830 60 
