50 1 50 157 50 
50 2 99 50 50 
50 3 147 160 50 
50 4 194 172 50 
50 5 240 91 50 
50 6 285 195 50 
50 7 329 202 50 
50 8 372 197 50 
50 9 414 239 50 
50 10 455 284 50 
50 11 495 326 50 
50 12 534 274 50 
50 13 572 397 50 
50 14 609 340 50 
50 15 645 313 50 
50 16 680 393 50 
50 17 714 493 50 
50 18 747 489 50 
50 19 779 442 50 
50 20 810 476 50 
50 21 840 622 50 
50 22 869 643 50 
50 23 897 671 50 
50 24 924 590 50 
50 25 950 611 50 
50 26 975 725 50 
50 27 999 623 50 
50 28 1022 713 50 
50 29 1044 762 50 
50 30 1065 669 50 
50 31 1085 842 50 
50 32 1104 724 50 
50 33 1122 808 50 
50 34 1139 858 50 
50 35 1155 872 50 
50 36 1170 1024 50 
50 37 1184 909 50 
50 38 1197 1018 50 
50 39 1209 947 50 
50 40 1220 971 50 
50 41 1230 1104 50 
50 42 1239 1056 50 
50 43 1247 1131 50 
50 44 1254 1184 50 
50 45 1260 1167 50 
50 46 1265 1119 50 
50 47 1269 1234 50 
50 48 1272 1247 50 
50 49 1274 1270 50 
50 50 1275 1275 50 
