90 1 90 103 90 
90 2 179 350 90 
90 3 267 196 90 
90 4 354 126 90 
90 5 440 229 90 
90 6 525 286 90 
90 7 609 568 90 
90 8 692 474 90 
90 9 774 314 90 
90 10 855 438 90 
90 11 935 455 90 
90 12 1014 428 90 
90 13 1092 583 90 
90 14 1169 732 90 
90 15 1245 762 90 
90 16 1320 739 90 
90 17 1394 860 90 
90 18 1467 837 90 
90 19 1539 820 90 
90 20 1610 940 90 
90 21 1680 842 90 
90 22 1749 904 90 
90 23 1817 1126 90 
90 24 1884 1247 90 
90 25 1950 1140 90 
90 26 2015 1156 90 
90 27 2079 1242 90 
90 28 2142 1503 90 
90 29 2204 1299 90 
90 30 2265 1490 90 
90 31 2325 1602 90 
90 32 2384 1657 90 
90 33 2442 1417 90 
90 34 2499 1293 90 
90 35 2555 1624 90 
90 36 2610 1493 90 
90 37 2664 1535 90 
90 38 2717 1679 90 
90 39 2769 1925 90 
90 40 2820 1851 90 
90 41 2870 1914 90 
90 42 2919 1833 90 
90 43 2967 1806 90 
90 44 3014 1921 90 
90 45 3060 2088 90 
90 46 3105 2112 90 
90 47 3149 2155 90 
90 48 3192 2288 90 
90 49 3234 2290 90 
90 50 3275 2425 90 
90 51 3315 2418 90 
90 52 3354 2207 90 
90 53 3392 2391 90 
90 54 3429 2238 90 
90 55 3465 2581 90 
90 56 3500 2624 90 
90 57 3534 2661 90 
90 58 3567 2459 90 
90 59 3599 2666 90 
90 60 3630 2829 90 
90 61 3660 2886 90 
90 62 3689 2735 90 
90 63 3717 3037 90 
90 64 3744 2956 90 
90 65 3770 2891 90 
90 66 3795 3229 90 
90 67 3819 3028 90 
90 68 3842 3073 90 
90 69 3864 2983 90 
90 70 3885 3352 90 
90 71 3905 3075 90 
90 72 3924 3497 90 
90 73 3942 3358 90 
90 74 3959 3211 90 
90 75 3975 3384 90 
90 76 3990 3614 90 
90 77 4004 3395 90 
90 78 4017 3542 90 
90 79 4029 3414 90 
90 80 4040 3674 90 
90 81 4050 3630 90 
90 82 4059 3626 90 
90 83 4067 3809 90 
90 84 4074 3841 90 
90 85 4080 3845 90 
90 86 4085 3936 90 
90 87 4089 4003 90 
90 88 4092 3962 90 
90 89 4094 4074 90 
90 90 4095 4095 90 
