70 1 70 265 70 
70 2 139 85 70 
70 3 207 113 70 
70 4 274 152 70 
70 5 340 151 70 
70 6 405 230 70 
70 7 469 369 70 
70 8 532 200 70 
70 9 594 387 70 
70 10 655 314 70 
70 11 715 366 70 
70 12 774 473 70 
70 13 832 515 70 
70 14 889 508 70 
70 15 945 514 70 
70 16 1000 509 70 
70 17 1054 593 70 
70 18 1107 713 70 
70 19 1159 825 70 
70 20 1210 826 70 
70 21 1260 799 70 
70 22 1309 776 70 
70 23 1357 900 70 
70 24 1404 736 70 
70 25 1450 809 70 
70 26 1495 1022 70 
70 27 1539 818 70 
70 28 1582 964 70 
70 29 1624 1110 70 
70 30 1665 973 70 
70 31 1705 1011 70 
70 32 1744 1213 70 
70 33 1782 1084 70 
70 34 1819 1236 70 
70 35 1855 1162 70 
70 36 1890 1278 70 
70 37 1924 1287 70 
70 38 1957 1271 70 
70 39 1989 1529 70 
70 40 2020 1362 70 
70 41 2050 1467 70 
70 42 2079 1623 70 
70 43 2107 1368 70 
70 44 2134 1575 70 
70 45 2160 1563 70 
70 46 2185 1586 70 
70 47 2209 1661 70 
70 48 2232 1712 70 
70 49 2254 1843 70 
70 50 2275 1782 70 
70 51 2295 1710 70 
70 52 2314 1798 70 
70 53 2332 1906 70 
70 54 2349 1751 70 
70 55 2365 1880 70 
70 56 2380 2085 70 
70 57 2394 1964 70 
70 58 2407 2140 70 
70 59 2419 2115 70 
70 60 2430 2102 70 
70 61 2440 2104 70 
70 62 2449 2235 70 
70 63 2457 2213 70 
70 64 2464 2315 70 
70 65 2470 2309 70 
70 66 2475 2350 70 
70 67 2479 2346 70 
70 68 2482 2403 70 
70 69 2484 2480 70 
70 70 2485 2485 70 
